"Publisher ID","Source ID","HCP   (Publisher ID)","HCP   (Source ID)","SI Number","First Name","Middle Name","Last Name","Suffix","Gender","Birth Date","Death Date","Member IDX","Group ID","Home Phone","Marital Status","Group Name","Subscriber Relationship","Place Of Birth","Work Phone","Cell Phone","Email Address","Primary Physician ID","Street","City","State","Zip","Country","Member IDs (UMI)","Member IDs (en Gen Agreement Number)","Member IDs (en Gen Consumer ID)","Member IDs (Plan Partner ID)","Member IDs (Client Assigned Member ID)","Member IDs (PMI)","Member IDs (MNPP ID)","Member IDs (MNPP Member CK)","Member IDs (MAXIS)","Member IDs (Auth0 ID)","Member IDs (Clearstone ID)","Member IDs (BCBSAL ID)","Member IDs (DHS ID)","UMI","en Gen Agreement Number","en Gen Consumer ID","Plan Partner ID","Client Assigned Member ID","PMI","MNPP ID","MNPP Member CK","MAXIS","Auth0 ID","Clearstone ID","BCBSAL ID","DHS ID"
"MXLS","10029","HCO_HCP","1007","SI-100104","Donald","Roy","McKee","IV","UNKNOWN","9/21/1969","","M10000104","G1104","100-000-7592","Unknown","Group 5","Self","Springfield, CA","100-008-0592","100-015-3592","donald.mckee.104@example.com","1007","204 Main St","Springfield","CA","10104","USA","umi-100104","engenagreementnumber-100104","engenconsumerid-100104","planpartnerid-100104","clientassignedmemberid-100104","pmi-100104","mnppid-100104","mnppmemberck-100104","maxis-100104","auth0id-100104","clearstoneid-100104","bcbsalid-100104","dhsid-100104","umi-100104","engenagreementnumber-100104","engenconsumerid-100104","planpartnerid-100104","clientassignedmemberid-100104","pmi-100104","mnppid-100104","mnppmemberck-100104","maxis-100104","auth0id-100104","clearstoneid-100104","bcbsalid-100104","dhsid-100104"
"MXLS","10033","HCO_HCP","1008","SI-100106","Samuel","Clyde","Brooks","Sr.","UNKNOWN","11/23/1971","","M10000106","G1106","100-000-7738","Married","Group 7","Child","Springfield, CT","100-008-0738","100-015-3738","samuel.brooks.106@example.com","1008","206 Main St","Springfield","CT","10106","USA","umi-100106","engenagreementnumber-100106","engenconsumerid-100106","planpartnerid-100106","clientassignedmemberid-100106","pmi-100106","mnppid-100106","mnppmemberck-100106","maxis-100106","auth0id-100106","clearstoneid-100106","bcbsalid-100106","dhsid-100106","umi-100106","engenagreementnumber-100106","engenconsumerid-100106","planpartnerid-100106","clientassignedmemberid-100106","pmi-100106","mnppid-100106","mnppmemberck-100106","maxis-100106","auth0id-100106","clearstoneid-100106","bcbsalid-100106","dhsid-100106"
"MXLS","1009","HCO_HCP","243","1009","Mordy","Allen","Korpela","Jr.","Male","7/3/56","","26159118525","XA-18530","4992735913","Single","Group 21","Self","Springfield, ME","100-008-1760","100-015-4760","mordy.korpela.120@example.com","228090","220 Main St","Richmond","VA","10120","USA","umi-100120","engenagreementnumber-100120","engenconsumerid-100120","planpartnerid-100120","clientassignedmemberid-100120","pmi-100120","mnppid-100120","mnppmemberck-100120","maxis-100120","auth0id-100120","clearstoneid-100120","bcbsalid-100120","dhsid-100120","umi-100120","engenagreementnumber-100120","engenconsumerid-100120","planpartnerid-100120","clientassignedmemberid-100120","pmi-100120","mnppid-100120","mnppmemberck-100120","maxis-100120","auth0id-100120","clearstoneid-100120","bcbsalid-100120","dhsid-100120"
"MXLS","1025","HCO_HCP","705","1025","Walter","R","Ford","IV","Female","11/2/67","","81819119537","XA-19540","1969639892","Unknown","Group 20","Spouse","Springfield, MD","100-008-5337","100-015-8337","walter.ford.169@example.com","135280","269 Main St","Upper Darby","PA","10169","USA","umi-100169","engenagreementnumber-100169","engenconsumerid-100169","planpartnerid-100169","clientassignedmemberid-100169","pmi-100169","mnppid-100169","mnppmemberck-100169","maxis-100169","auth0id-100169","clearstoneid-100169","bcbsalid-100169","dhsid-100169","umi-100169","engenagreementnumber-100169","engenconsumerid-100169","planpartnerid-100169","clientassignedmemberid-100169","pmi-100169","mnppid-100169","mnppmemberck-100169","maxis-100169","auth0id-100169","clearstoneid-100169","bcbsalid-100169","dhsid-100169"
"MXLS","10382","HCO_HCP","106","SI-100200","Stanley","V","Janislawski","Jr.","UNKNOWN","9/5/1975","","M10000200","G1200","100-001-4600","Single","Group 1","Self","Springfield, AL","100-008-7600","100-016-0600","stanley.janislawski.200@example.com","106","300 Main St","Springfield","AL","10200","USA","umi-100200","engenagreementnumber-100200","engenconsumerid-100200","planpartnerid-100200","clientassignedmemberid-100200","pmi-100200","mnppid-100200","mnppmemberck-100200","maxis-100200","auth0id-100200","clearstoneid-100200","bcbsalid-100200","dhsid-100200","umi-100200","engenagreementnumber-100200","engenconsumerid-100200","planpartnerid-100200","clientassignedmemberid-100200","pmi-100200","mnppid-100200","mnppmemberck-100200","maxis-100200","auth0id-100200","clearstoneid-100200","bcbsalid-100200","dhsid-100200"
"MXLS","10416","HCO_HCP","1064","SI-100208","Kenneth","S","Waite","III","UNKNOWN","5/13/1983","","M10000208","G1208","100-001-5184","Widowed","Group 9","Self","Springfield, FL","100-008-8184","100-016-1184","kenneth.waite.208@example.com","1064","308 Main St","Springfield","FL","10208","USA","umi-100208","engenagreementnumber-100208","engenconsumerid-100208","planpartnerid-100208","clientassignedmemberid-100208","pmi-100208","mnppid-100208","mnppmemberck-100208","maxis-100208","auth0id-100208","clearstoneid-100208","bcbsalid-100208","dhsid-100208","umi-100208","engenagreementnumber-100208","engenconsumerid-100208","planpartnerid-100208","clientassignedmemberid-100208","pmi-100208","mnppid-100208","mnppmemberck-100208","maxis-100208","auth0id-100208","clearstoneid-100208","bcbsalid-100208","dhsid-100208"
"MXLS","1047","HCO_HCP","1078","1047","Roy","A","Blanchard","Sr.","UNKNOWN","5/18/77","","95405101915","XA-1920","6573311066","Married","Group 27","Child","Springfield, NC","100-008-9498","100-016-2498","roy.blanchard.226@example.com","236305","326 Main St","Saint Joseph","MI","10226","USA","umi-100226","engenagreementnumber-100226","engenconsumerid-100226","planpartnerid-100226","clientassignedmemberid-100226","pmi-100226","mnppid-100226","mnppmemberck-100226","maxis-100226","auth0id-100226","clearstoneid-100226","bcbsalid-100226","dhsid-100226","umi-100226","engenagreementnumber-100226","engenconsumerid-100226","planpartnerid-100226","clientassignedmemberid-100226","pmi-100226","mnppid-100226","mnppmemberck-100226","maxis-100226","auth0id-100226","clearstoneid-100226","bcbsalid-100226","dhsid-100226"
"MXLS","10612","HCO_HCP","1102","SI-100266","Edward","G","Budzinski","Sr.","UNKNOWN","3/15/1996","","M10000266","G1266","100-001-9418","Married","Group 17","Child","Springfield, KY","100-009-2418","100-016-5418","edward.budzinski.266@example.com","1102","366 Main St","Springfield","KY","10266","USA","umi-100266","engenagreementnumber-100266","engenconsumerid-100266","planpartnerid-100266","clientassignedmemberid-100266","pmi-100266","mnppid-100266","mnppmemberck-100266","maxis-100266","auth0id-100266","clearstoneid-100266","bcbsalid-100266","dhsid-100266","umi-100266","engenagreementnumber-100266","engenconsumerid-100266","planpartnerid-100266","clientassignedmemberid-100266","pmi-100266","mnppid-100266","mnppmemberck-100266","maxis-100266","auth0id-100266","clearstoneid-100266","bcbsalid-100266","dhsid-100266"
"MXLS","10646","HCO_HCP","1105","SI-100272","William","L","Swift","II","UNKNOWN","9/21/1957","","M10000272","G1272","100-001-9856","Divorced","Group 23","Self","Springfield, MN","100-009-2856","100-016-5856","william.swift.272@example.com","1105","372 Main St","Springfield","MN","10272","USA","umi-100272","engenagreementnumber-100272","engenconsumerid-100272","planpartnerid-100272","clientassignedmemberid-100272","pmi-100272","mnppid-100272","mnppmemberck-100272","maxis-100272","auth0id-100272","clearstoneid-100272","bcbsalid-100272","dhsid-100272","umi-100272","engenagreementnumber-100272","engenconsumerid-100272","planpartnerid-100272","clientassignedmemberid-100272","pmi-100272","mnppid-100272","mnppmemberck-100272","maxis-100272","auth0id-100272","clearstoneid-100272","bcbsalid-100272","dhsid-100272"
"MXLS","1066","HCO_HCP","736","1066","Thomas","J","Wilson","Sr.","Male","5/16/55","","23761108588","XA-8590","3599728736","Married","Group 27","Self","Springfield, NC","100-009-3148","100-016-6148","thomas.wilson.276@example.com","193077","376 Main St","Englewood","NJ","10276","USA","umi-100276","engenagreementnumber-100276","engenconsumerid-100276","planpartnerid-100276","clientassignedmemberid-100276","pmi-100276","mnppid-100276","mnppmemberck-100276","maxis-100276","auth0id-100276","clearstoneid-100276","bcbsalid-100276","dhsid-100276","umi-100276","engenagreementnumber-100276","engenconsumerid-100276","planpartnerid-100276","clientassignedmemberid-100276","pmi-100276","mnppid-100276","mnppmemberck-100276","maxis-100276","auth0id-100276","clearstoneid-100276","bcbsalid-100276","dhsid-100276"
"MXLS","10660","HCO_HCP","1108","SI-100277","Merritt","W","Tumanis","II","UNKNOWN","2/26/1962","","M10000277","G1277","100-002-0221","Divorced","Group 28","Spouse","Springfield, ND","100-009-3221","100-016-6221","merritt.tumanis.277@example.com","1108","377 Main St","Springfield","ND","10277","USA","umi-100277","engenagreementnumber-100277","engenconsumerid-100277","planpartnerid-100277","clientassignedmemberid-100277","pmi-100277","mnppid-100277","mnppmemberck-100277","maxis-100277","auth0id-100277","clearstoneid-100277","bcbsalid-100277","dhsid-100277","umi-100277","engenagreementnumber-100277","engenconsumerid-100277","planpartnerid-100277","clientassignedmemberid-100277","pmi-100277","mnppid-100277","mnppmemberck-100277","maxis-100277","auth0id-100277","clearstoneid-100277","bcbsalid-100277","dhsid-100277"
"MXLS","1072","HCO_HCP","1275","1072","Roger","W","Willbur","Jr.","Female","2/18/66","","69172115686","XA-15690","1616419694","Single","Group 46","Other","Springfield, VT","100-009-4535","100-016-7535","roger.willbur.295@example.com","10253","395 Main St","Petersburg","VA","10295","USA","umi-100295","engenagreementnumber-100295","engenconsumerid-100295","planpartnerid-100295","clientassignedmemberid-100295","pmi-100295","mnppid-100295","mnppmemberck-100295","maxis-100295","auth0id-100295","clearstoneid-100295","bcbsalid-100295","dhsid-100295","umi-100295","engenagreementnumber-100295","engenconsumerid-100295","planpartnerid-100295","clientassignedmemberid-100295","pmi-100295","mnppid-100295","mnppmemberck-100295","maxis-100295","auth0id-100295","clearstoneid-100295","bcbsalid-100295","dhsid-100295"
"MXLS","10748","HCO_HCP","1122","SI-100302","John","Q","Prieto","II","UNKNOWN","3/23/1987","","M10000302","G1302","100-002-2046","Divorced","Group 3","Child","Springfield, AZ","100-009-5046","100-016-8046","john.prieto.302@example.com","1122","402 Main St","Springfield","AZ","10302","USA","umi-100302","engenagreementnumber-100302","engenconsumerid-100302","planpartnerid-100302","clientassignedmemberid-100302","pmi-100302","mnppid-100302","mnppmemberck-100302","maxis-100302","auth0id-100302","clearstoneid-100302","bcbsalid-100302","dhsid-100302","umi-100302","engenagreementnumber-100302","engenconsumerid-100302","planpartnerid-100302","clientassignedmemberid-100302","pmi-100302","mnppid-100302","mnppmemberck-100302","maxis-100302","auth0id-100302","clearstoneid-100302","bcbsalid-100302","dhsid-100302"
"MXLS","10775","HCO_HCP","1125","SI-100308","Paul","W","Zozulia","III","UNKNOWN","9/1/1993","","M10000308","G1308","100-002-2484","Widowed","Group 9","Self","Springfield, FL","100-009-5484","100-016-8484","paul.zozulia.308@example.com","1125","408 Main St","Springfield","FL","10308","USA","umi-100308","engenagreementnumber-100308","engenconsumerid-100308","planpartnerid-100308","clientassignedmemberid-100308","pmi-100308","mnppid-100308","mnppmemberck-100308","maxis-100308","auth0id-100308","clearstoneid-100308","bcbsalid-100308","dhsid-100308","umi-100308","engenagreementnumber-100308","engenconsumerid-100308","planpartnerid-100308","clientassignedmemberid-100308","pmi-100308","mnppid-100308","mnppmemberck-100308","maxis-100308","auth0id-100308","clearstoneid-100308","bcbsalid-100308","dhsid-100308"
"MXLS","1078","HCO_HCP","1300","1078","Wilda","K","Dilno","IV","Female","3/31/62","","1897105973","XA-5980","7577935418","Unknown","Group 10","Spouse","Springfield, GA","100-009-5557","100-016-8557","wilda.dilno.309@example.com","93459","409 Main St","Natchez","MS","10309","USA","umi-100309","engenagreementnumber-100309","engenconsumerid-100309","planpartnerid-100309","clientassignedmemberid-100309","pmi-100309","mnppid-100309","mnppmemberck-100309","maxis-100309","auth0id-100309","clearstoneid-100309","bcbsalid-100309","dhsid-100309","umi-100309","engenagreementnumber-100309","engenconsumerid-100309","planpartnerid-100309","clientassignedmemberid-100309","pmi-100309","mnppid-100309","mnppmemberck-100309","maxis-100309","auth0id-100309","clearstoneid-100309","bcbsalid-100309","dhsid-100309"
"MXLS","1081","HCO_HCP","1052","1081","Mary","Jane","Robinson","II","Female","3/25/59","","754110155","XA-10160","7082862571","Divorced","Group 18","Spouse","Springfield, LA","100-009-6141","100-016-9141","mary.robinson.317@example.com","62029","417 Main St","Baldwinsville","NY","10317","USA","umi-100317","engenagreementnumber-100317","engenconsumerid-100317","planpartnerid-100317","clientassignedmemberid-100317","pmi-100317","mnppid-100317","mnppmemberck-100317","maxis-100317","auth0id-100317","clearstoneid-100317","bcbsalid-100317","dhsid-100317","umi-100317","engenagreementnumber-100317","engenconsumerid-100317","planpartnerid-100317","clientassignedmemberid-100317","pmi-100317","mnppid-100317","mnppmemberck-100317","maxis-100317","auth0id-100317","clearstoneid-100317","bcbsalid-100317","dhsid-100317"
"MXLS","10822","HCO_HCP","1130","SI-100320","Willie","Zenger","Dickerson","Jr.","UNKNOWN","9/13/1960","","M10000320","G1320","100-002-3360","Single","Group 21","Self","Springfield, ME","100-009-6360","100-016-9360","willie.dickerson.320@example.com","1130","420 Main St","Springfield","ME","10320","USA","umi-100320","engenagreementnumber-100320","engenconsumerid-100320","planpartnerid-100320","clientassignedmemberid-100320","pmi-100320","mnppid-100320","mnppmemberck-100320","maxis-100320","auth0id-100320","clearstoneid-100320","bcbsalid-100320","dhsid-100320","umi-100320","engenagreementnumber-100320","engenconsumerid-100320","planpartnerid-100320","clientassignedmemberid-100320","pmi-100320","mnppid-100320","mnppmemberck-100320","maxis-100320","auth0id-100320","clearstoneid-100320","bcbsalid-100320","dhsid-100320"
"MXLS","10843","HCO_HCP","1132","SI-100324","Ronald","Earle","Bradakis","IV","UNKNOWN","1/17/1964","","M10000324","G1324","100-002-3652","Unknown","Group 25","Self","Springfield, MS","100-009-6652","100-016-9652","ronald.bradakis.324@example.com","1132","424 Main St","Springfield","MS","10324","USA","umi-100324","engenagreementnumber-100324","engenconsumerid-100324","planpartnerid-100324","clientassignedmemberid-100324","pmi-100324","mnppid-100324","mnppmemberck-100324","maxis-100324","auth0id-100324","clearstoneid-100324","bcbsalid-100324","dhsid-100324","umi-100324","engenagreementnumber-100324","engenconsumerid-100324","planpartnerid-100324","clientassignedmemberid-100324","pmi-100324","mnppid-100324","mnppmemberck-100324","maxis-100324","auth0id-100324","clearstoneid-100324","bcbsalid-100324","dhsid-100324"
"MXLS","1085","HCO_HCP","781","1085","William","J","Bryant","Jr.","Female","5/15/63","","69209100750","XA-750","5947482617","Single","Group 26","Spouse","Springfield, MT","100-009-6725","100-016-9725","william.bryant.325@example.com","355846","425 Main St","Bethel Park","PA","10325","USA","umi-100325","engenagreementnumber-100325","engenconsumerid-100325","planpartnerid-100325","clientassignedmemberid-100325","pmi-100325","mnppid-100325","mnppmemberck-100325","maxis-100325","auth0id-100325","clearstoneid-100325","bcbsalid-100325","dhsid-100325","umi-100325","engenagreementnumber-100325","engenconsumerid-100325","planpartnerid-100325","clientassignedmemberid-100325","pmi-100325","mnppid-100325","mnppmemberck-100325","maxis-100325","auth0id-100325","clearstoneid-100325","bcbsalid-100325","dhsid-100325"
"MXLS","11084","HCO_HCP","118","SI-100397","Ralph","Brenton","Bosworth","II","UNKNOWN","2/6/1992","","M10000397","G1397","100-002-8981","Divorced","Group 48","Spouse","Springfield, WI","100-010-1981","100-017-4981","ralph.bosworth.397@example.com","118","497 Main St","Springfield","WI","10397","USA","umi-100397","engenagreementnumber-100397","engenconsumerid-100397","planpartnerid-100397","clientassignedmemberid-100397","pmi-100397","mnppid-100397","mnppmemberck-100397","maxis-100397","auth0id-100397","clearstoneid-100397","bcbsalid-100397","dhsid-100397","umi-100397","engenagreementnumber-100397","engenconsumerid-100397","planpartnerid-100397","clientassignedmemberid-100397","pmi-100397","mnppid-100397","mnppmemberck-100397","maxis-100397","auth0id-100397","clearstoneid-100397","bcbsalid-100397","dhsid-100397"
"MXLS","11106","HCO_HCP","1182","SI-100403","Teddy","Earl","Miner","III","UNKNOWN","8/12/1998","","M10000403","G1403","100-002-9419","Widowed","Group 4","Other","Springfield, AR","100-010-2419","100-017-5419","teddy.miner.403@example.com","1182","503 Main St","Springfield","AR","10403","USA","umi-100403","engenagreementnumber-100403","engenconsumerid-100403","planpartnerid-100403","clientassignedmemberid-100403","pmi-100403","mnppid-100403","mnppmemberck-100403","maxis-100403","auth0id-100403","clearstoneid-100403","bcbsalid-100403","dhsid-100403","umi-100403","engenagreementnumber-100403","engenconsumerid-100403","planpartnerid-100403","clientassignedmemberid-100403","pmi-100403","mnppid-100403","mnppmemberck-100403","maxis-100403","auth0id-100403","clearstoneid-100403","bcbsalid-100403","dhsid-100403"
"MXLS","1116","HCO_HCP","579","1116","Rolland","G","Smith","Jr.","Female","2/1/49","","49016109005","XA-9010","8732184595","Single","Group 16","Other","Springfield, KS","100-010-3295","100-017-6295","rolland.smith.415@example.com","242410","515 Main St","Ravenna","OH","10415","USA","umi-100415","engenagreementnumber-100415","engenconsumerid-100415","planpartnerid-100415","clientassignedmemberid-100415","pmi-100415","mnppid-100415","mnppmemberck-100415","maxis-100415","auth0id-100415","clearstoneid-100415","bcbsalid-100415","dhsid-100415","umi-100415","engenagreementnumber-100415","engenconsumerid-100415","planpartnerid-100415","clientassignedmemberid-100415","pmi-100415","mnppid-100415","mnppmemberck-100415","maxis-100415","auth0id-100415","clearstoneid-100415","bcbsalid-100415","dhsid-100415"
"MXLS","1119","HCO_HCP","742","1119","Louis","J","Jost","Sr.","Male","11/4/57","","2569105064","XA-5070","5872066576","Married","Group 27","Child","Springfield, NC","100-010-4098","100-017-7098","louis.jost.426@example.com","195902","526 Main St","Battle Ground","WA","10426","USA","umi-100426","engenagreementnumber-100426","engenconsumerid-100426","planpartnerid-100426","clientassignedmemberid-100426","pmi-100426","mnppid-100426","mnppmemberck-100426","maxis-100426","auth0id-100426","clearstoneid-100426","bcbsalid-100426","dhsid-100426","umi-100426","engenagreementnumber-100426","engenconsumerid-100426","planpartnerid-100426","clientassignedmemberid-100426","pmi-100426","mnppid-100426","mnppmemberck-100426","maxis-100426","auth0id-100426","clearstoneid-100426","bcbsalid-100426","dhsid-100426"
"MXLS","11267","HCO_HCP","1209","SI-100450","George","H","Pendill","Jr.","UNKNOWN","7/3/1955","","M10000450","G1450","100-003-2850","Single","Group 1","Child","Springfield, AL","100-010-5850","100-017-8850","george.pendill.450@example.com","1209","550 Main St","Springfield","AL","10450","USA","umi-100450","engenagreementnumber-100450","engenconsumerid-100450","planpartnerid-100450","clientassignedmemberid-100450","pmi-100450","mnppid-100450","mnppmemberck-100450","maxis-100450","auth0id-100450","clearstoneid-100450","bcbsalid-100450","dhsid-100450","umi-100450","engenagreementnumber-100450","engenconsumerid-100450","planpartnerid-100450","clientassignedmemberid-100450","pmi-100450","mnppid-100450","mnppmemberck-100450","maxis-100450","auth0id-100450","clearstoneid-100450","bcbsalid-100450","dhsid-100450"
