"AddressID","FDN_Customer","AddressType","Street","City","PostalCode","Country","State","ValidFrom","ValidTo","IsCurrent","PublisherID"
"ADDR1150","CUST0050","Registered","5050 Industry Avenue","Chicago","60605-2","USA","IL","30-05-2013","","TRUE","WEB"
"ADDR1151","CUST0051","Home","5151 Main Avenue","New York","10051-2","USA","NY","30-01-2020","","TRUE","CRM"
"ADDR1152","CUST0052","Registered","5252 Corp Avenue","London","EC1A-1GG","UK","","30-05-2010","","TRUE","ERP"
"ADDR1153","CUST0053","Home","5353 Elm Avenue","Manchester","M1 1FF-2","UK","","30-03-2012","","TRUE","WEB"
"ADDR1154","CUST0054","Home","5454 Oak Avenue","Toronto","M5H2N7-2","Canada","ON","30-06-2016","","TRUE","CRM"
"ADDR1155","CUST0055","Registered","5555 Biz Avenue","Birmingham","B1 1FF-2","UK","","30-07-2011","","TRUE","ERP"
"ADDR1156","CUST0056","Home","5656 Cedar Avenue","Sydney","2005-2","Australia","NSW","30-08-2017","","TRUE","WEB"
"ADDR1157","CUST0057","Registered","5757 Tech Avenue","Ottawa","K1A0B6-2","Canada","ON","30-12-2012","","TRUE","CRM"
"ADDR1158","CUST0058","Home","5858 Maple Avenue","Los Angeles","90006-2","USA","CA","30-09-2018","","TRUE","ERP"
"ADDR1159","CUST0059","Home","5959 Cedar Avenue","Liverpool","L1 8JV-2","UK","","30-10-2013","","TRUE","WEB"
"ADDR1160","CUST0060","Registered","6060 Industry Avenue","Chicago","60606-2","USA","IL","30-05-2013","","TRUE","CRM"
"ADDR1161","CUST0061","Home","6161 Main Avenue","New York","10061-2","USA","NY","30-01-2020","","TRUE","ERP"
"ADDR1162","CUST0062","Registered","6262 Corp Avenue","London","EC1A-1HH","UK","","30-05-2010","","TRUE","WEB"
"ADDR1163","CUST0063","Home","6363 Elm Avenue","Manchester","M1 1GG-2","UK","","30-03-2012","","TRUE","CRM"
"ADDR1164","CUST0064","Home","6464 Oak Avenue","Toronto","M5H2N8-2","Canada","ON","30-06-2016","","TRUE","ERP"
"ADDR1165","CUST0065","Registered","6565 Biz Avenue","Birmingham","B1 1GG-2","UK","","30-07-2011","","TRUE","WEB"
"ADDR1166","CUST0066","Home","6666 Cedar Avenue","Sydney","2006-2","Australia","NSW","30-08-2017","","TRUE","CRM"
"ADDR1167","CUST0067","Registered","6767 Tech Avenue","Ottawa","K1A0B7-2","Canada","ON","30-12-2012","","TRUE","ERP"
"ADDR1168","CUST0068","Home","6868 Maple Avenue","Los Angeles","90007-2","USA","CA","30-09-2018","","TRUE","WEB"
"ADDR1169","CUST0069","Home","6969 Cedar Avenue","Liverpool","L1 8JW-2","UK","","30-10-2013","","TRUE","CRM"
"ADDR1170","CUST0070","Registered","7070 Industry Avenue","Chicago","60607-2","USA","IL","30-05-2013","","TRUE","ERP"
"ADDR1171","CUST0071","Home","7171 Main Avenue","New York","10071-2","USA","NY","30-01-2020","","TRUE","WEB"
"ADDR1172","CUST0072","Registered","7272 Corp Avenue","London","EC1A-1JJ","UK","","30-05-2010","","TRUE","CRM"
"ADDR1173","CUST0073","Home","7373 Elm Avenue","Manchester","M1 1HH-2","UK","","30-03-2012","","TRUE","ERP"
"ADDR1174","CUST0074","Home","7474 Oak Avenue","Toronto","M5H2N9-2","Canada","ON","30-06-2016","","TRUE","WEB"
"ADDR1175","CUST0075","Registered","7575 Biz Avenue","Birmingham","B1 1HH-2","UK","","30-07-2011","","TRUE","CRM"
"ADDR1176","CUST0076","Home","7676 Cedar Avenue","Sydney","2007-2","Australia","NSW","30-08-2017","","TRUE","ERP"
"ADDR1177","CUST0077","Registered","7777 Tech Avenue","Ottawa","K1A0B8-2","Canada","ON","30-12-2012","","TRUE","WEB"
"ADDR1178","CUST0078","Home","7878 Maple Avenue","Los Angeles","90008-2","USA","CA","30-09-2018","","TRUE","CRM"
"ADDR1179","CUST0079","Home","7979 Cedar Avenue","Liverpool","L1 8JX-2","UK","","30-10-2013","","TRUE","ERP"
"ADDR1180","CUST0080","Registered","8080 Industry Avenue","Chicago","60608-2","USA","IL","30-05-2013","","TRUE","WEB"
"ADDR1181","CUST0081","Home","8181 Main Avenue","New York","10081-2","USA","NY","30-01-2020","","TRUE","CRM"
"ADDR1182","CUST0082","Registered","8282 Corp Avenue","London","EC1A-1KK","UK","","30-05-2010","","TRUE","ERP"
"ADDR1183","CUST0083","Home","8383 Elm Avenue","Manchester","M1 1JJ-2","UK","","30-03-2012","","TRUE","WEB"
"ADDR1184","CUST0084","Home","8484 Oak Avenue","Toronto","M5H2O0-2","Canada","ON","30-06-2016","","TRUE","CRM"
"ADDR1185","CUST0085","Registered","8585 Biz Avenue","Birmingham","B1 1JJ-2","UK","","30-07-2011","","TRUE","ERP"
"ADDR1186","CUST0086","Home","8686 Cedar Avenue","Sydney","2008-2","Australia","NSW","30-08-2017","","TRUE","WEB"
"ADDR1187","CUST0087","Registered","8787 Tech Avenue","Ottawa","K1A0B9-2","Canada","ON","30-12-2012","","TRUE","CRM"
"ADDR1188","CUST0088","Home","8888 Maple Avenue","Los Angeles","90009-2","USA","CA","30-09-2018","","TRUE","ERP"
"ADDR1189","CUST0089","Home","8989 Cedar Avenue","Liverpool","L1 8JY-2","UK","","30-10-2013","","TRUE","WEB"
"ADDR1190","CUST0090","Registered","9090 Industry Avenue","Chicago","60609-2","USA","IL","30-05-2013","","TRUE","CRM"
"ADDR1191","CUST0091","Home","9191 Main Avenue","New York","10091-2","USA","NY","30-01-2020","","TRUE","ERP"
"ADDR1192","CUST0092","Registered","9292 Corp Avenue","London","EC1A-1LL","UK","","30-05-2010","","TRUE","WEB"
"ADDR1193","CUST0093","Home","9393 Elm Avenue","Manchester","M1 1KK-2","UK","","30-03-2012","","TRUE","CRM"
"ADDR1194","CUST0094","Home","9494 Oak Avenue","Toronto","M5H2O1-2","Canada","ON","30-06-2016","","TRUE","ERP"
"ADDR1195","CUST0095","Registered","9595 Biz Avenue","Birmingham","B1 1KK-2","UK","","30-07-2011","","TRUE","WEB"
"ADDR1196","CUST0096","Home","9696 Cedar Avenue","Sydney","2009-2","Australia","NSW","30-08-2017","","TRUE","CRM"
"ADDR1197","CUST0097","Registered","9797 Tech Avenue","Ottawa","K1A0C0-2","Canada","ON","30-12-2012","","TRUE","ERP"
"ADDR1198","CUST0098","Home","9898 Maple Avenue","Los Angeles","90010-2","USA","CA","30-09-2018","","TRUE","WEB"
"ADDR1199","CUST0099","Home","9999 Cedar Avenue","Liverpool","L1 8JZ-2","UK","","30-10-2013","","TRUE","CRM"
"ADDR1200","CUST0100","Registered","10100 Industry Avenue","Chicago","60610-2","USA","IL","30-05-2013","","TRUE","ERP"
"ADDR2201","CUST0051","Home","5151 Main Ave.","New York","10051","USA","NY","30-01-2020","","TRUE","WEB"
"ADDR2202","CUST0052","Registered","5252 Corp Ave.","London","EC1A 1GG","UK","","30-05-2010","","TRUE","CRM"
"ADDR2203","CUST0053","Home","5353 Elm Ave.","Manchester","M1 1FF","UK","","30-03-2012","","TRUE","ERP"
"ADDR2204","CUST0054","Home","5454 Oak Ave.","Toronto","M5H2N7","Canada","ON","30-06-2016","","TRUE","WEB"
"ADDR2205","CUST0055","Registered","5555 Biz Ave.","Birmingham","B1 1FF","UK","","30-07-2011","","TRUE","CRM"
"ADDR2206","CUST0056","Home","5656 Cedar Ave.","Sydney","2005","Australia","NSW","30-08-2017","","TRUE","ERP"
"ADDR2207","CUST0057","Registered","5757 Tech Ave.","Ottawa","K1A 0B6","Canada","ON","30-12-2012","","TRUE","WEB"
"ADDR2208","CUST0058","Home","5858 Maple Ave.","Los Angeles","90006","USA","CA","30-09-2018","","TRUE","CRM"
"ADDR2209","CUST0059","Home","5959 Cedar Ave.","Liverpool","L1 8JV","UK","","30-10-2013","","TRUE","ERP"
"ADDR2210","CUST0060","Registered","6060 Industry Ave.","Chicago","60606","USA","IL","30-05-2013","","TRUE","WEB"
"ADDR2211","CUST0061","Home","6161 Main Ave.","New York","10061","USA","NY","30-01-2020","","TRUE","CRM"
"ADDR2212","CUST0062","Registered","6262 Corp Ave.","London","EC1A 1HH","UK","","30-05-2010","","TRUE","ERP"
"ADDR2213","CUST0063","Home","6363 Elm Ave.","Manchester","M1 1GG","UK","","30-03-2012","","TRUE","WEB"
"ADDR2214","CUST0064","Home","6464 Oak Ave.","Toronto","M5H2N8","Canada","ON","30-06-2016","","TRUE","CRM"
"ADDR2215","CUST0065","Registered","6565 Biz Ave.","Birmingham","B1 1GG","UK","","30-07-2011","","TRUE","ERP"
"ADDR2216","CUST0066","Home","6666 Cedar Ave.","Sydney","2006","Australia","NSW","30-08-2017","","TRUE","WEB"
"ADDR2217","CUST0067","Registered","6767 Tech Ave.","Ottawa","K1A 0B7","Canada","ON","30-12-2012","","TRUE","CRM"
"ADDR2218","CUST0068","Home","6868 Maple Ave.","Los Angeles","90007","USA","CA","30-09-2018","","TRUE","ERP"
"ADDR2219","CUST0069","Home","6969 Cedar Ave.","Liverpool","L1 8JW","UK","","30-10-2013","","TRUE","WEB"
"ADDR2220","CUST0070","Registered","7070 Industry Ave.","Chicago","60607","USA","IL","30-05-2013","","TRUE","CRM"
"ADDR2221","CUST0071","Home","7171 Main Ave.","New York","10071","USA","NY","30-01-2020","","TRUE","ERP"
"ADDR2222","CUST0072","Registered","7272 Corp Ave.","London","EC1A 1JJ","UK","","30-05-2010","","TRUE","WEB"
"ADDR2223","CUST0073","Home","7373 Elm Ave.","Manchester","M1 1HH","UK","","30-03-2012","","TRUE","CRM"
"ADDR2224","CUST0074","Home","7474 Oak Ave.","Toronto","M5H2N9","Canada","ON","30-06-2016","","TRUE","ERP"
"ADDR2225","CUST0075","Registered","7575 Biz Ave.","Birmingham","B1 1HH","UK","","30-07-2011","","TRUE","WEB"
"ADDR2226","CUST0076","Home","7676 Cedar Ave.","Sydney","2007","Australia","NSW","30-08-2017","","TRUE","CRM"
"ADDR2227","CUST0077","Registered","7777 Tech Ave.","Ottawa","K1A 0B8","Canada","ON","30-12-2012","","TRUE","ERP"
"ADDR2228","CUST0078","Home","7878 Maple Ave.","Los Angeles","90008","USA","CA","30-09-2018","","TRUE","WEB"
"ADDR2229","CUST0079","Home","7979 Cedar Ave.","Liverpool","L1 8JX","UK","","30-10-2013","","TRUE","CRM"
"ADDR2230","CUST0080","Registered","8080 Industry Ave.","Chicago","60608","USA","IL","30-05-2013","","TRUE","ERP"
"ADDR2231","CUST0081","Home","8181 Main Ave.","New York","10081","USA","NY","30-01-2020","","TRUE","WEB"
"ADDR2232","CUST0082","Registered","8282 Corp Ave.","London","EC1A 1KK","UK","","30-05-2010","","TRUE","CRM"
"ADDR2233","CUST0083","Home","8383 Elm Ave.","Manchester","M1 1JJ","UK","","30-03-2012","","TRUE","ERP"
"ADDR2234","CUST0084","Home","8484 Oak Ave.","Toronto","M5H2O0","Canada","ON","30-06-2016","","TRUE","WEB"
"ADDR2235","CUST0085","Registered","8585 Biz Ave.","Birmingham","B1 1JJ","UK","","30-07-2011","","TRUE","CRM"
"ADDR2236","CUST0086","Home","8686 Cedar Ave.","Sydney","2008","Australia","NSW","30-08-2017","","TRUE","ERP"
"ADDR2237","CUST0087","Registered","8787 Tech Ave.","Ottawa","K1A 0B9","Canada","ON","30-12-2012","","TRUE","WEB"
"ADDR2238","CUST0088","Home","8888 Maple Ave.","Los Angeles","90009","USA","CA","30-09-2018","","TRUE","CRM"
"ADDR2239","CUST0089","Home","8989 Cedar Ave.","Liverpool","L1 8JY","UK","","30-10-2013","","TRUE","ERP"
"ADDR2240","CUST0090","Registered","9090 Industry Ave.","Chicago","60609","USA","IL","30-05-2013","","TRUE","WEB"
"ADDR2241","CUST0091","Home","9191 Main Ave.","New York","10091","USA","NY","30-01-2020","","TRUE","CRM"
"ADDR2242","CUST0092","Registered","9292 Corp Ave.","London","EC1A 1LL","UK","","30-05-2010","","TRUE","ERP"
"ADDR2243","CUST0093","Home","9393 Elm Ave.","Manchester","M1 1KK","UK","","30-03-2012","","TRUE","WEB"
"ADDR2244","CUST0094","Home","9494 Oak Ave.","Toronto","M5H2O1","Canada","ON","30-06-2016","","TRUE","CRM"
"ADDR2245","CUST0095","Registered","9595 Biz Ave.","Birmingham","B1 1KK","UK","","30-07-2011","","TRUE","ERP"
"ADDR2246","CUST0096","Home","9696 Cedar Ave.","Sydney","2009","Australia","NSW","30-08-2017","","TRUE","WEB"
"ADDR2247","CUST0097","Registered","9797 Tech Ave.","Ottawa","K1A 0C0","Canada","ON","30-12-2012","","TRUE","CRM"
"ADDR2248","CUST0098","Home","9898 Maple Ave.","Los Angeles","90010","USA","CA","30-09-2018","","TRUE","ERP"
"ADDR2249","CUST0099","Home","9999 Cedar Ave.","Liverpool","L1 8JZ","UK","","30-10-2013","","TRUE","WEB"
"ADDR2250","CUST0100","Registered","10100 Industry Ave.","Chicago","60610","USA","IL","30-05-2013","","TRUE","CRM"
"ADDR2101","CUST0001","Home","123 Main Ave.","NYC","10001","USA","NY","01-01-2020","","TRUE","WEB"
"ADDR2102","CUST0002","Registered","456 Corp Avenue","London City","EC1A 1BB","UK","","10-05-2010","","TRUE","CRM"
"ADDR2103","CUST0003","Home","789 Elm Ave.","Manchester","M1 1AE","UK","","15-03-2012","","TRUE","ERP"
"ADDR2104","CUST0004","Home","321 Oak Avenue","Toronto","M5H 2N2","Canada","ON","20-06-2016","","TRUE","WEB"
"ADDR2105","CUST0005","Registered","654 Business Avenue","Birmingham","B1 1AA","UK","","22-07-2011","","TRUE","CRM"
"ADDR2106","CUST0006","Home","222 Pine Ave.","Sydney","2000","Australia","NSW","30-08-2017","","TRUE","ERP"
"ADDR2107","CUST0007","Registered","333 Tech Ave.","Ottawa","K1A 0B1","Canada","ON","30-11-2012","","TRUE","WEB"
"ADDR2108","CUST0008","Home","444 Maple Avenue","Los Angeles","90001","USA","CA","10-09-2018","","TRUE","CRM"
"ADDR2109","CUST0009","Home","555 Cedar Ave.","Liverpool","L1 8JQ","UK","","12-10-2013","","TRUE","ERP"
"ADDR2110","CUST0010","Registered","777 Industry Avenue","Chicago","60601","USA","IL","10-05-2013","","TRUE","WEB"
"ADDR2111","CUST0011","Home","1011 New Avenue","New York","10011","USA","NY","11-01-2020","","TRUE","CRM"
"ADDR2112","CUST0012","Registered","1212 Corporate Avenue","London","EC1A 1CC","UK","","12-05-2010","","TRUE","ERP"
"ADDR2113","CUST0013","Home","1313 Oak Ave.","Manchester","M1 1BB","UK","","16-03-2012","","TRUE","WEB"
"ADDR2114","CUST0014","Home","1414 Pine Ave.","Toronto","M5H 2N3","Canada","ON","21-06-2016","","TRUE","CRM"
"ADDR2115","CUST0015","Registered","1515 Biz Ave.","Birmingham","B1 1BB","UK","","23-07-2011","","TRUE","ERP"
"ADDR2116","CUST0016","Home","1616 Cedar Ave.","Sydney","2001","Australia","NSW","31-08-2017","","TRUE","WEB"
"ADDR2117","CUST0017","Registered","1717 Tech Avenue","Ottawa","K1A 0B2","Canada","ON","01-12-2012","","TRUE","CRM"
"ADDR2118","CUST0018","Home","1818 Maple Ave.","Los Angeles","90002","USA","CA","11-09-2018","","TRUE","ERP"
"ADDR2119","CUST0019","Home","1919 Cedar Avenue","Liverpool","L1 8JR","UK","","13-10-2013","","TRUE","WEB"
"ADDR2120","CUST0020","Registered","2020 Industry Ave.","Chicago","60602","USA","IL","11-05-2013","","TRUE","CRM"
"ADDR2121","CUST0021","Home","1021 Main Ave.","New York","10021","USA","NY","21-01-2020","","TRUE","ERP"
"ADDR2122","CUST0022","Registered","2222 Corp Ave.","London","EC1A 1DD","UK","","22-05-2010","","TRUE","WEB"
"ADDR2123","CUST0023","Home","2323 Elm Avenue","Manchester","M1 1CC","UK","","23-03-2012","","TRUE","CRM"
"ADDR2124","CUST0024","Home","2424 Oak Ave.","Toronto","M5H 2N4","Canada","ON","24-06-2016","","TRUE","ERP"
"ADDR2125","CUST0025","Registered","2525 Biz Avenue","Birmingham","B1 1CC","UK","","25-07-2011","","TRUE","WEB"
"ADDR2126","CUST0026","Home","2626 Cedar Ave.","Sydney","2002","Australia","NSW","26-08-2017","","TRUE","CRM"
"ADDR2127","CUST0027","Registered","2727 Tech Ave.","Ottawa","K1A 0B3","Canada","ON","27-12-2012","","TRUE","ERP"
"ADDR2128","CUST0028","Home","2828 Maple Ave.","Los Angeles","90003","USA","CA","28-09-2018","","TRUE","WEB"
"ADDR2129","CUST0029","Home","2929 Cedar Avenue","Liverpool","L1 8JS","UK","","29-10-2013","","TRUE","CRM"
"ADDR2130","CUST0030","Registered","3030 Industry Ave.","Chicago","60603","USA","IL","30-05-2013","","TRUE","ERP"
"ADDR2131","CUST0031","Home","3131 Main Avenue","New York","10031","USA","NY","31-01-2020","","TRUE","WEB"
"ADDR2132","CUST0032","Registered","3232 Corp Ave.","London","EC1A 1EE","UK","","30-05-2010","","TRUE","CRM"
"ADDR2133","CUST0033","Home","3333 Elm Ave.","Manchester","M1 1DD","UK","","30-03-2012","","TRUE","ERP"
"ADDR2134","CUST0034","Home","3434 Oak Avenue","Toronto","M5H 2N5","Canada","ON","30-06-2016","","TRUE","WEB"
"ADDR2135","CUST0035","Registered","3535 Biz Ave.","Birmingham","B1 1DD","UK","","30-07-2011","","TRUE","CRM"
"ADDR2136","CUST0036","Home","3636 Cedar Ave.","Sydney","2003","Australia","NSW","30-08-2017","","TRUE","ERP"
"ADDR2137","CUST0037","Registered","3737 Tech Avenue","Ottawa","K1A 0B4","Canada","ON","30-12-2012","","TRUE","WEB"
"ADDR2138","CUST0038","Home","3838 Maple Ave.","Los Angeles","90004","USA","CA","30-09-2018","","TRUE","CRM"
"ADDR2139","CUST0039","Home","3939 Cedar Ave.","Liverpool","L1 8JT","UK","","30-10-2013","","TRUE","ERP"
"ADDR2140","CUST0040","Registered","4040 Industry Ave.","Chicago","60604","USA","IL","30-05-2013","","TRUE","WEB"
"ADDR2141","CUST0041","Home","4141 Main Ave.","New York","10041","USA","NY","30-01-2020","","TRUE","CRM"
"ADDR2142","CUST0042","Registered","4242 Corp Avenue","London","EC1A 1FF","UK","","30-05-2010","","TRUE","ERP"
"ADDR2143","CUST0043","Home","4343 Elm Ave.","Manchester","M1 1EE","UK","","30-03-2012","","TRUE","WEB"
"ADDR2144","CUST0044","Home","4444 Oak Avenue","Toronto","M5H 2N6","Canada","ON","30-06-2016","","TRUE","CRM"
"ADDR2145","CUST0045","Registered","4545 Biz Ave.","Birmingham","B1 1EE","UK","","30-07-2011","","TRUE","ERP"
"ADDR2146","CUST0046","Home","4646 Cedar Ave.","Sydney","2004","Australia","NSW","30-08-2017","","TRUE","WEB"
"ADDR2147","CUST0047","Registered","4747 Tech Avenue","Ottawa","K1A 0B5","Canada","ON","30-12-2012","","TRUE","CRM"
"ADDR2148","CUST0048","Home","4848 Maple Ave.","Los Angeles","90005","USA","CA","30-09-2018","","TRUE","ERP"
"ADDR2149","CUST0049","Home","4949 Cedar Avenue","Liverpool","L1 8JU","UK","","30-10-2013","","TRUE","WEB"
"ADDR2150","CUST0050","Registered","5050 Industry Avenue","Chicago","60605","USA","IL","30-05-2013","","TRUE","CRM"
